Finland,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
France,0.0514,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
French Guiana,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Gabon,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Gambia,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Georgia,0.0488,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Germany,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Ghana,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Greece,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Greenland,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Guatemala,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Guinea,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Guinea-Bissau,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Guyana,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Honduras,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Hong Kong,0.0692,266.4113,728.4385,1469.304,2046.5638,195.4199,651.4595,1264.3203,1761.0462
Hungary,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Iceland,0.0827,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
India,0.0829,288.1189,1202.5368,1668.816,2324.4601,211.343,1075.4567,1435.9983,2000.173
Indonesia,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Iran,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Iraq,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Ireland,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Isle of Man,0.0628,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Israel,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Italy,0.0625,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Jamaica,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Japan,0.1342,426.258,1202.5368,1942.943,2706.286,312.6719,1075.4567,1671.8816,2328.7301
Jordan,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Kazakhstan,0.0973,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Kenya,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Kosovo,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Kuwait,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Kyrgyzstan,0.0973,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Laos,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Latvia,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Lebanon,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Lesotho,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Liberia,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Libya,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Liechtenstein,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Lithuania,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Luxembourg,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Macedonia,0.0827,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Madagascar,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Malawi,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Malaysia,0.0841,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Mali,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Malta,0.0625,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Mauritania,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Mauritius,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Mexico,0.0709,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Moldova,0.0827,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Monaco,0.0514,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Mongolia,0.112,266.4113,728.4385,1469.304,2046.5638,195.4199,651.4595,1264.3203,1761.0462
Montenegro,0.0827,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Morocco,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Mozambique,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Myanmar,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Namibia,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Nepal,0.0973,288.1189,1202.5368,1668.816,2324.4601,211.343,1075.4567,1435.9983,2000.173
Netherlands,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
New Zealand,0.0611,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Nicaragua,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Niger,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Nigeria,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
North Korea,0.112,266.4113,728.4385,1469.304,2046.5638,195.4199,651.4595,1264.3203,1761.0462
Northern Turkey,0.0689,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Norway,0.0827,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Oman,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Pakistan,0.0973,288.1189,1202.5368,1668.816,2324.4601,211.343,1075.4567,1435.9983,2000.173
Palestina,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Panama,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Papua New Guinea,0.0611,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Paraguay,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Peru,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Philippines,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Poland,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Portugal,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Puerto Rico,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Qatar,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Republic of Congo,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Romania,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Russia,0.0801,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Rwanda,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Saudi Arabia,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Senegal,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Serbia,0.0827,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Sierra Leone,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Singapore,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Slovakia,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Slovenia,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Somalia,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
South Africa,0.0775,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
South Korea,0.0668,426.258,1202.5368,1942.943,2706.286,312.6719,1075.4567,1671.8816,2328.7301
South Sudan,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Spain,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Sri Lanka,0.0973,288.1189,1202.5368,1668.816,2324.4601,211.343,1075.4567,1435.9983,2000.173
Suriname,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Sudan,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Swaziland,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Sweden,0.0488,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Switzerland,0.0827,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
Syria,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Taiwan,0.112,266.4113,728.4385,1469.304,2046.5638,195.4199,651.4595,1264.3203,1761.0462
Tajikistan,0.0973,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Tanzania,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Thailand,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Togo,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Trinidad and Tobago,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Tunisia,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Turkey,0.0689,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Turkmenistan,0.0973,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Uganda,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Ukraine,0.0827,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
United Arab Emirates,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
United Kingdom,0.0628,299.9594,982.2309,1827.9686,2546.1404,220.0284,878.432,1572.9473,2190.9265
United States of America,0.0574,386.7897,968.8791,1838.4208,2560.6991,283.7208,866.4911,1581.9414,2203.4541
Uruguay,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Uzbekistan,0.0973,434.1517,1202.5368,1942.943,2706.286,318.4621,1075.4567,1671.8816,2328.7301
Venezuela,0.0795,335.4809,1115.7764,1616.5549,2251.6666,246.0844,997.8648,1391.0281,1937.535
Vietnam,0.0816,268.3847,1202.5368,1668.816,2324.4601,196.8675,1075.4567,1435.9983,2000.173
Western Sahara,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Yemen,0.0708,305.8796,1215.9154,1668.816,2324.4601,224.371,1087.4215,1435.9983,2000.173
Zambia,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
Zimbabwe,0.0841,365.0821,1202.5368,1942.943,2706.286,267.7977,1075.4567,1671.8816,2328.7301
